miRNA	KRG081018_Aag2_Ago1_Exp3A	KRG081018_Aag2_Ago1_Exp3B	KRG081018_Aag2_rIgG_Exp3	KRG081018_aegypti_Ago1_Exp3A	KRG081018_aegypti_Ago1_Exp3B	KRG081018_aegypti_Ago1_Exp3C	KRG090619_Aag2_Ago1_Exp5A	KRG090619_Aag2_Ago1_Exp5B	KRG090619_Aag2_Ago2_Exp5A	KRG090619_Aag2_Ago2_Exp5B	KRG090619_Aag2_mIgG_Exp5A	KRG090619_Aag2_mIgG_Exp5B	KRG090619_Aag2_rIgG_Exp5A	KRG090619_Aag2_rIgG_Exp5B	KRG090619_aegypti_Ago1_Exp5A	KRG090619_aegypti_Ago1_Exp5B	KRG090619_aegypti_Ago2_Exp5A	KRG090619_aegypti_Ago2_Exp5B	KRG090619_aegypti_mIgG_Exp5A	KRG090619_aegypti_mIgG_Exp5B	KRG090619_aegypti_rIgG_Exp5A	KRG090619_aegypti_rIgG_Exp5B	KRG091218_Aag2_Ago1_Exp4A	KRG091218_Aag2_Ago1_Exp4B	KRG091218_Aag2_Ago1_Exp4C	KRG091218_Aag2_rIgG_Exp4A	KRG091218_Aag2_rIgG_Exp4B	KRG091218_aegypti_Ago1_Exp4A	KRG091218_aegypti_Ago1_Exp4B	KRG091218_aegypti_Ago1_Exp4C	KRG091218_aegypti_Ago1_Exp4D	KRG091218_aegypti_Ago1_Exp4E	KRG091218_aegypti_Ago1_Exp4F	KRG091218_aegypti_rIgG_Exp4A	KRG091218_aegypti_rIgG_Exp4B	KRG091819_Aag2_Ago1_Exp6A	KRG091819_Aag2_Ago1_Exp6B	KRG091819_Aag2_Ago2_Exp6A	KRG091819_Aag2_Ago2_Exp6B	KRG091819_Aag2_mIgG_Exp6A	KRG091819_Aag2_mIgG_Exp6B	KRG091819_Aag2_rIgG_Exp6A	KRG091819_Aag2_rIgG_Exp6B	KRG091819_aegypti_Ago1_Exp6A	KRG091819_aegypti_Ago1_Exp6B	KRG091819_aegypti_Ago2_Exp6A	KRG091819_aegypti_Ago2_Exp6B	KRG091819_aegypti_mIgG_Exp6A	KRG091819_aegypti_mIgG_Exp6B	KRG091819_aegypti_rIgG_Exp6A	KRG091819_aegypti_rIgG_Exp6B	KRG092419_Aag2_Ago1_Exp7A	KRG092419_Aag2_Ago1_Exp7B	KRG092419_Aag2_Ago2_Exp7A	KRG092419_Aag2_Ago2_Exp7B	KRG092419_Aag2_mIgG_Exp7A	KRG092419_Aag2_mIgG_Exp7B	KRG092419_Aag2_rIgG_Exp7A	KRG092419_Aag2_rIgG_Exp7B	KRG092419_aegypti_Ago2_Exp7A	KRG092419_aegypti_Ago2_Exp7B	KRG092419_aegypti_mIgG_Exp7A	KRG092419_aegypti_mIgG_Exp7B	KRG092419_aegypti_mIgG_Exp7C	KRG092419_aegypti_mIgG_Exp7D	KRG102219_Aag2_Ago1_Exp8A	KRG102219_Aag2_Ago1_Exp8B	KRG102219_Aag2_Ago2_Exp8A	KRG102219_Aag2_Ago2_Exp8B	KRG102219_Aag2_mIgG_Exp8A	KRG102219_Aag2_mIgG_Exp8B	KRG102219_Aag2_rIgG_Exp8A	KRG102219_Aag2_rIgG_Exp8B	KRG102219_aegypti_Ago1_Exp8A	KRG102219_aegypti_Ago1_Exp8B	KRG102219_aegypti_Ago2_Exp8A	KRG102219_aegypti_Ago2_Exp8B	KRG102219_aegypti_mIgG_Exp8A	KRG102219_aegypti_mIgG_Exp8B	KRG102219_aegypti_rIgG_Exp8A	KRG102219_aegypti_rIgG_Exp8B	KRG121817A_Aag2_Ago1_Exp1A	KRG121817A_Aag2_Ago1_Exp1B	KRG121817A_Aag2_Ago2_Exp1A	KRG121817A_Aag2_Ago2_Exp1B	KRG121817A_Aag2_mIgG_Exp1A	KRG121817A_Aag2_mIgG_Exp1B	KRG121817A_Aag2_rIgG_Exp1A	KRG121817A_Aag2_rIgG_Exp1B	KRG121817B_Aag2_Ago1_Exp2A	KRG121817B_Aag2_Ago1_Exp2B	KRG121817B_Aag2_Ago2_Exp2A	KRG121817B_Aag2_Ago2_Exp2B	KRG121817B_Aag2_mIgG_Exp2A	KRG121817B_Aag2_mIgG_Exp2B	KRG121817B_Aag2_rIgG_Exp2A	KRG121817B_Aag2_rIgG_Exp2B	aegyptiAgo1_counts	aegyptiAgo2_counts	aegyptirIgG_counts	aegyptimIgG_counts	Aag2Ago1_counts	Aag2Ago2_counts	Aag2rIgG_counts	Aag2mIgG_counts	aegyptiAgo1_pseudocount	aegyptiAgo2_pseudocount	aegyptirIgG_pseudocount	aegyptimIgG_pseudocount	Aag2Ago1_pseudocount	Aag2Ago2_pseudocount	Aag2rIgG_pseudocount	Aag2mIgG_pseudocount	aegyptiAgo1_counts_norm	aegyptiAgo2_counts_norm	aegyptirIgG_counts_norm	aegyptimIgG_counts_norm	Aag2Ago1_counts_norm	Aag2Ago2_counts_norm	Aag2rIgG_counts_norm	Aag2mIgG_counts_norm	log2FCAag2Ago1overAgo2	log2FCaegyptiAgo1overAgo2	Aag2_Ago1_nhipeaks	Aag2_Ago2_nhipeaks	Aag2_rIgG_nhipeaks	Aag2_mIgG_nhipeaks	aegypti_Ago1_nhipeaks	aegypti_Ago2_nhipeaks	aegypti_rIgG_nhipeaks	aegypti_mIgG_nhipeaks	aegypti_Ago1_BCsample	aegypti_Ago2_BCsample	aegypti_rIgG_BCsample	aegypti_mIgG_BCsample	Aag2_Ago1_BCsample	Aag2_Ago2_BCsample	Aag2_rIgG_BCsample	Aag2_mIgG_BCsample	log2aegyptiAgo1_counts_norm	log2aegyptiAgo2_counts_norm	log2aegyptirIgG_counts_norm	log2aegyptimIgG_counts_norm	log2Aag2Ago1_counts_norm	log2Aag2Ago2_counts_norm	log2Aag2rIgG_counts_norm	log2Aag2mIgG_counts_norm	aegypti_type	Aag2_type	log2FCAag2Ago1overrIgG	log2FCAag2Ago2overmIgG
aae-miR-2940-5p	3039	7646	145	1820	712	953	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2059	2810	1514	0	2	263	22	300	537	372	196	90	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	269	2	3	9	0	112	17	8	5	0	0	0	1	707	822	27	45	12	51	280	126	322	434	59	156	15	15	389	309	2277	451	64	156	65	70	62	1	2729	4830	23	309	86	41	51	307	5931	228	796	31	29410	629	1103	334	5932	229	797	32	29411	630	1104	335	1388.99035480602	246.750224122474	1230.88422892902	89.737154266581	4006.89636850749	132.255277877786	673.014378976591	208.155210466665	4.92108799555655	2.49291328104263	13	6	8	6	11	2	3	2	11	4	4	3	16	8	10	7	10.4398208658951	7.94690758485249	10.2654793598846	6.48763352906222	11.968269482084	7.04718148652744	9.39449351817141	7.70151586173032	known	known	2.57377596391257	-0.65433437520289
aae-miR-2941	6	22	0	66	9	4	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	7	10	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	7	6	0	0	0	6	7	4	121	211	0	36	3	1	132	10	14	5	0	0	0	0	0	0	20	24	0	0	1	0	0	0	483	36	142	4	130	0	12	7	484	37	143	5	131	1	13	8	113.329624363809	39.8679401420592	220.848738691155	14.0214303541533	17.8471804520241	0.209929012504422	7.92498815823885	4.97087069771141	6.40965079796614	1.50722405833059	5	0	0	0	6	1	2	0	10	1	2	2	13	0	3	2	6.82438122071508	5.31715716238449	7.78691478267254	3.80956162394959	4.1576242661063	-2.25202653185984	2.98640877953433	2.31349857638519	known	known	1.17121548657196	-4.56552510824503
aae-miR-2945-3p	433	1872	18	900	416	357	39	30	0	0	0	0	1	0	3	4	0	0	0	0	0	0	493	673	313	1	129	199	104	93	203	46	57	166	1	9	11	0	0	0	0	0	0	20	5	0	0	0	0	0	0	97	126	0	0	1	0	59	10	0	0	0	0	0	0	148	205	0	2	1	13	69	33	258	429	5	107	3	7	292	79	602	157	4	4	25	15	4	2	683	2362	2	19	11	11	12	121	3094	112	538	10	8253	31	459	77	3095	113	539	11	8254	32	460	78	724.700800425595	121.75884421764	832.429861220506	30.8471467791372	1124.50860649624	6.71772840014149	280.422657906913	48.4659893026863	7.38710551943573	2.57335891837138	16	1	8	5	12	1	3	0	15	2	4	2	17	5	12	7	9.50124167754211	6.92788275917073	9.70118490864666	4.94706514769952	10.1350789875759	2.74797346814016	8.13145911233762	5.59890079524744	known	known	2.00361987523826	-2.85092732710728
aae-miR-2a-3p	9547	29083	3672	2962	1771	5788	125	153	1	0	0	0	1	0	9	16	0	0	0	0	0	0	11164	13962	4180	350	733	719	290	1485	1163	2851	394	606	1312	34	41	0	0	0	0	0	0	41	47	0	0	0	0	0	0	2669	3376	6	5	12	1	993	54	2	1	0	0	0	0	7050	8061	24	36	72	615	3141	1841	2487	2769	24	669	130	60	3971	3478	14546	2265	53	176	754	343	629	22	16150	14566	37	366	693	261	461	1157	22792	696	9367	190	136972	704	13054	2751	22793	697	9368	191	136973	705	13055	2752	5337.02919033945	751.025791324736	14467.9089794317	535.618639528656	18660.9301378252	147.999953815617	7958.51695429294	1709.97952001273	6.97828036198398	2.82910254406002	17	6	11	7	14	2	4	2	15	4	4	2	17	9	12	8	12.381821186684	9.55271864262397	13.8205688063954	9.06506235709797	14.1877332774103	7.20945291542631	12.9582838985934	10.7397633310873	known	known	1.22944937881685	-3.53031041566098
aae-miR-2a-5p	45	182	2	32	12	5	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	35	30	0	0	0	0	0	0	4	0	2	0	2	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	25	29	0	0	0	0	4	1	0	0	0	0	0	0	17	20	0	0	0	0	2	3	5	8	0	0	0	0	5	3	92	5	0	0	1	0	3	0	129	172	0	4	0	2	4	7	78	0	10	0	821	4	26	3	79	1	11	1	822	5	27	4	18.4980171998779	1.07751189573133	16.9883645147042	2.80428607083066	111.987651385983	1.04964506252211	16.4595907901884	2.48543534885571	6.73729428522301	4.10159493486204	12	0	0	0	3	0	0	0	8	0	3	0	17	1	8	2	4.20929873161759	0.107703796755544	4.08647506453145	1.48763352906222	6.80719584825053	0.0699015630275189	4.04085656355671	1.31349857638519	known	known	2.76633928469382	-1.24359701335767
aae-miR-2b	6877	20376	2334	1467	1054	4210	105	119	1	0	0	0	1	0	6	8	0	0	0	0	0	0	8198	10272	3033	321	544	466	182	1041	640	1962	314	486	848	24	30	0	0	0	0	0	0	26	26	0	0	0	0	0	0	2018	2544	4	5	11	1	751	45	0	1	0	0	0	0	5098	5842	18	31	59	424	2169	1255	1531	1622	16	405	92	36	2493	2339	10044	1528	42	146	590	267	481	16	11551	10342	31	291	540	207	331	829	14555	422	6166	128	98001	569	9077	2099	14556	423	6167	129	98002	570	9078	2100	3408.31820710661	455.787531894352	9524.2949056528	361.752903137155	13351.5983103761	119.65953712752	5534.08019234556	1304.85355814925	6.80193325860939	2.90262666940666	17	6	11	7	13	2	4	2	15	3	4	2	17	9	12	8	11.7348443192822	8.83221764987549	13.2173965768722	8.49886078448548	13.7047248358016	6.90279157719226	12.4341278343311	10.3496721889387	known	known	1.27059700147051	-3.44688061174641
aae-miR-2c	8814	26368	2983	2645	1603	5257	117	143	1	0	0	0	1	0	7	16	0	0	0	0	0	0	10176	12943	3997	336	728	673	277	1335	1029	2655	400	563	1086	31	34	0	0	0	0	0	0	33	46	0	0	0	0	0	0	2575	3225	5	5	13	1	953	56	3	1	0	0	0	0	6512	7563	25	37	71	582	2910	1721	2274	2518	24	628	123	53	3646	3235	13558	2188	51	178	741	338	623	21	15296	14377	36	361	682	259	439	1133	20768	656	8530	176	127917	699	11904	2687	20769	657	8531	177	127918	700	11905	2688	4863.10530663625	707.925315495483	13175.2488795401	496.358634537026	17427.294878336	146.950308753095	7257.46030952565	1670.21255443103	6.88987644658008	2.78020875990048	17	6	11	7	14	2	4	2	15	4	4	2	17	9	12	8	12.2476621169784	9.46745335707787	13.6855425940789	8.95523907914522	14.0890610265526	7.19918457997248	12.8252490615509	10.705815999164	known	known	1.26381196500163	-3.50663141919147
aae-miR-305-5p	6211	26224	2381	6242	2838	5114	304	383	0	0	0	0	1	2	8	8	0	0	0	0	0	0	7573	10982	2387	167	314	1453	703	718	2348	1514	558	714	898	95	89	0	0	0	0	0	0	46	45	0	0	0	0	0	0	964	1240	1	4	6	1	455	36	0	0	0	1	0	0	2427	2572	10	18	27	143	955	462	1366	1628	19	504	56	36	1668	848	11163	1213	93	140	487	172	441	14	14168	7917	50	179	555	131	365	711	24589	523	4128	93	95912	495	6304	1522	24590	524	4129	94	95913	496	6305	1523	5757.80054360755	564.616233363216	6376.81428011033	263.602890658082	13066.9970892747	104.124790202193	3843.61925674584	946.32950907681	6.97147023625125	3.35017529963094	17	6	11	6	13	2	4	2	15	2	4	3	17	8	13	8	12.4913020979239	9.14112679829299	12.6386201490703	8.04222238073986	13.6736400147783	6.70216977852703	11.9082497166088	9.88619880287248	known	known	1.76539029816946	-3.18402902434545
aae-miR-306-5p	2597	8865	838	1848	954	1050	162	123	0	0	0	0	0	0	3	6	0	0	0	0	0	0	2401	2976	1166	134	124	452	191	441	600	630	176	109	208	31	24	0	0	0	0	0	0	8	39	0	0	0	0	0	0	1220	1528	5	6	8	4	664	77	5	6	0	0	0	0	2931	3302	13	39	30	312	1578	802	1694	2243	55	676	63	43	2276	1636	4453	653	37	99	292	120	220	8	5080	6466	27	158	291	89	154	814	10335	742	4229	106	43978	384	5413	1146	10336	743	4230	107	43979	385	5414	1147	2420.1962756701	800.591338528377	6532.7983542908	300.05860957888	5991.61182518755	80.8226698142023	3300.45276066963	712.698586284374	6.21204034078151	1.59598614084027	17	6	10	6	12	2	4	2	15	4	4	2	17	8	11	8	11.2409083381344	9.64492219729414	12.6734853939015	8.22910051546337	12.5487284445039	6.33668810372242	11.6884482336082	9.47714825240102	known	known	0.860280210895723	-3.1404601486786
aae-miR-307	47	216	2	240	82	23	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	57	41	0	0	46	23	0	69	36	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	44	0	0	0	0	8	3	0	0	0	0	0	0	55	70	0	1	1	7	20	13	171	271	0	59	4	3	178	26	97	7	3	1	4	0	2	0	152	116	0	1	4	0	2	3	963	59	204	7	973	6	53	16	964	60	205	8	974	7	54	17	225.722640261801	64.6507137438797	316.601338683124	22.4342885666453	132.69583023108	1.46950308753095	32.9191815803768	10.5631002326367	6.49665083645343	1.80381292730638	12	0	2	0	9	1	2	0	10	1	2	2	17	4	8	4	7.81840731967045	6.01459439236406	8.3065235453996	4.48763352906222	7.05197922665119	0.55532839019776	5.04085656355671	3.40096141763553	known	known	2.01112266309448	-2.84563302743777
aae-miR-308-3p	6997	29282	2397	23283	9182	3796	1812	1540	2	0	0	0	6	6	420	417	1	0	0	0	6	5	6809	9306	2729	280	353	4677	1482	1263	6359	2460	1512	664	1347	513	491	0	1	0	0	1	0	2125	1988	13	0	0	0	50	16	3094	3451	4	4	12	7	1806	271	1	0	0	0	0	0	4145	5228	14	17	52	487	2092	1118	3677	5112	33	1403	157	89	4415	2462	11155	1601	57	144	475	221	437	13	11238	14592	37	253	558	203	300	1136	67753	1451	8965	246	113983	533	10216	2015	67754	1452	8966	247	113984	534	10217	2016	15864.7424982345	1564.54727260189	13847.061476258	692.658659495172	15528.954325523	112.102092677361	6228.43107790202	1252.65941582328	7.11400366584276	3.34200694975777	17	6	11	7	15	3	6	2	15	5	8	2	17	10	14	8	13.9535364845091	10.6115295347513	13.7572922299448	9.4360007606469	13.9226730656705	6.80866939982771	12.6046530833548	10.2907784998851	known	known	1.3180199823157	-3.4821091000574
aae-miR-31	39	115	12	4905	1913	708	0	0	0	0	0	0	0	0	9	35	0	0	0	0	0	0	11	26	22	0	0	1126	443	145	2313	143	555	4	1	0	0	0	0	0	0	0	0	43	133	0	0	0	0	0	0	3	2	0	0	0	0	3	20	0	0	0	0	0	0	12	12	0	1	1	12	30	32	1065	1749	9	492	23	22	1285	90	31	4	0	0	0	1	1	0	51	62	0	0	0	0	0	1	15285	501	1380	45	390	1	99	14	15286	502	1381	46	391	2	100	15	3579.24925211814	540.910971657127	2132.81194498241	128.99715925821	53.2690653186369	0.419858025008843	60.9614473710681	9.32038255820889	6.98725259373605	2.72619394775023	10	0	4	1	14	1	2	2	15	2	4	2	13	1	7	3	11.8054412984565	9.07924735070632	11.0585410501522	7.01119548511924	5.7352260618762	-1.25202653185984	5.92982525116797	3.22038917199371	known	known	-0.194599189291766	-4.47241570385355
aae-miR-316	17	50	8	3051	1224	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	690	288	107	920	105	278	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	5	0	0	0	3	15	25	41	895	1174	6	369	22	12	805	92	1	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	9032	375	903	34	87	0	88	18	9033	376	904	35	88	1	89	19	2115.09606793034	405.14447279498	1396.13468375387	98.150012479073	11.9889456471612	0.209929012504422	54.2556881602506	11.8058179070646	5.83565941506599	2.38421482845314	2	0	3	1	11	1	2	2	11	2	3	2	8	0	5	2	11.0465074768863	8.66229264843318	10.4472224083093	6.61691654600719	3.58363288320615	-2.25202653185984	5.76170249235964	3.56142608982878	known	known	-2.17806960915349	-5.81345262168862
aae-miR-317	5808	24680	886	28385	10460	3725	257	213	1	0	0	0	0	0	166	148	0	0	0	0	0	6	5725	8086	2904	21	430	6079	1953	1569	8136	2020	2022	495	655	60	50	0	0	0	0	1	0	768	659	0	0	0	0	0	20	1918	2390	1	2	9	4	777	213	1	0	0	0	0	0	3472	4090	9	12	34	306	1455	776	5308	7529	30	2235	160	72	5636	1676	9286	1545	60	104	320	139	316	9	11692	14012	31	154	385	141	209	954	78927	2266	8488	232	96188	374	6047	1338	78928	2267	8489	233	96189	375	6048	1339	18481.1582474932	2442.71946762292	13110.3842150295	653.398654503543	13104.5987824408	78.7233796891581	3686.9483370022	831.999483029447	7.3790653100286	2.91949508293865	17	5	10	6	15	2	5	2	15	3	6	2	17	9	12	8	14.173767555435	11.2542724724963	13.6784223455817	9.3518196737165	13.677785563552	6.2987202535234	11.8482114856143	9.7004388217095	known	known	1.82957407793769	-3.4017185681861
aae-miR-33	307	1355	8	243	118	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	283	181	1	113	50	0	0	48	47	19	140	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	218	2	5	9	1	104	3	1	0	0	0	0	0	476	617	3	3	4	36	160	90	101	103	14	24	11	3	135	206	871	105	7	17	22	11	32	1	877	2048	4	34	23	9	11	105	752	39	483	14	7732	75	628	115	753	40	484	15	7733	76	629	116	176.316543689975	43.1004758292532	747.488038646985	42.0642910624599	1053.52859874429	15.954604950336	383.447503964018	72.0776251168155	6.04511278069494	2.03239214646951	13	2	7	4	9	2	3	1	9	3	4	2	16	8	11	8	7.46202403811241	5.42963189164291	9.54590668316875	5.39452412467074	10.0410137622787	3.99590098158374	8.58288526827253	6.17147957151276	known	known	1.45812849400615	-2.17557858992902
aae-miR-34-3p	6	25	0	68	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	8	0	0	14	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	1	1	0	0	0	0	4	12	0	0	0	2	0	0	44	53	6	16	1	1	39	2	9	3	0	0	3	0	0	0	21	16	0	0	0	0	0	0	211	24	41	2	129	0	1	5	212	25	42	3	130	1	2	6	49.6402486882798	26.9377973932832	64.8646645106888	8.41285821249197	17.7109424333064	0.209929012504422	1.21922894742136	3.72815302328356	6.39859560945715	0.881878451473415	5	0	0	0	6	1	1	0	8	4	2	2	13	0	1	2	5.63343843800368	4.75155998653027	6.01936086867291	3.07259602978338	4.1465690775973	-2.25202653185984	0.285969061393242	1.89846107710635	known	known	3.86060001620406	-4.15048760896619
aae-miR-34-5p	1064	3013	76	44838	16178	5814	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	747	797	614	17	2	10605	3187	1572	15524	2257	3741	139	24	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	440	640	0	0	2	2	159	206	2	8	0	0	0	0	836	849	4	3	5	121	445	306	4344	6762	34	1778	123	71	4753	626	2513	88	11	14	39	20	65	1	2667	3035	2	32	85	16	42	161	114831	1822	5542	194	17303	66	1480	290	114832	1823	5543	195	17304	67	1481	291	26888.155836663	1964.30418591821	8560.59131863685	546.835783811978	2357.4626758918	14.0652438377962	902.839035565518	180.815421629253	7.3889565559329	3.77488054601769	13	3	9	5	11	2	4	2	13	4	4	2	13	6	11	8	14.7146831888124	10.9398026427947	13.0634947381811	9.09496384281183	11.2030192145308	3.81406265859793	9.81832498668209	7.49837391929347	known	known	1.38469422784874	-3.68431126069555
aae-miR-7	835	2398	33	2160	883	570	18	18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	595	892	434	55	0	594	233	313	720	185	202	116	1	6	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	300	372	0	0	0	0	185	16	0	0	0	0	0	0	547	576	0	2	6	24	219	93	511	718	2	182	7	6	541	184	1757	136	3	15	57	32	38	5	1973	4641	2	33	52	27	32	283	7104	184	842	13	15504	55	959	198	7105	185	843	14	15505	56	960	199	1663.65078740674	199.339700710296	1301.92648053597	39.2600049916292	2112.37048021858	11.7560247002476	585.229894762253	123.650408605571	7.48931877987107	3.06105166029877	15	2	9	5	12	1	3	0	13	2	4	2	17	5	10	6	10.7001369175706	7.63908525727186	10.3464322668362	5.29498845111983	11.0446471700688	3.55532839019776	9.19285965700176	6.95012319692884	known	known	1.85178751306707	-3.39479480673108
aae-miR-71-3p	292	1126	5	330	94	82	3	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	190	314	131	0	1	67	13	87	144	132	26	10	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	107	106	0	0	3	0	59	1	0	0	0	0	0	0	260	295	0	3	0	14	99	37	105	106	2	35	1	1	132	102	327	103	3	3	6	10	5	0	431	911	2	5	8	3	8	46	1194	37	244	2	4601	16	261	44	1195	38	245	3	4602	17	262	45	279.81177916271	40.9454520377905	378.377209645685	8.41285821249197	626.967362139046	3.56879321257517	159.718992112198	27.9611476746267	7.45681022340244	2.77268157610947	13	0	4	2	11	1	3	0	13	2	3	2	16	5	9	6	8.1283128863086	5.35563131019913	8.56368138489673	3.07259602978338	9.29224653279294	1.8354363093905	7.31939206293069	4.80535167271487	known	known	1.97285446986224	-2.96991536332437
aae-miR-71-5p	750	3567	29	497	273	56	134	143	0	0	0	0	0	0	24	27	0	0	0	0	0	0	659	1087	470	1	1	76	84	193	218	133	41	30	1	48	42	0	0	0	0	0	0	85	129	0	0	0	0	0	0	351	464	0	0	2	3	223	14	3	1	0	0	0	0	367	400	2	2	0	26	168	73	201	330	8	75	8	12	254	144	1285	19	7	27	43	22	28	3	1589	1716	5	18	54	10	16	104	2367	87	429	20	13091	61	660	160	2368	88	430	21	13092	62	661	161	554.472211763428	94.8210468243569	664.090612847528	58.8900074874438	1783.62814105267	13.0155987752741	402.95516712276	100.038772791442	7.09842937308658	2.54783593367659	17	2	8	5	15	1	3	1	15	4	4	2	17	6	11	7	9.11497134906944	6.56713541539284	9.37523629548362	5.87995095184098	10.8005991516136	3.70216977852703	8.65447552290093	6.64441545449981	known	known	2.14612362871268	-2.94224567597278
aae-miR-79-3p	107	487	2	304	74	101	48	41	1	1	0	0	0	0	7	14	0	0	0	0	0	0	64	103	70	0	0	13	11	0	69	5	2	3	0	15	25	0	1	0	0	0	0	33	78	0	0	0	0	0	0	35	42	0	1	0	0	33	2	0	0	0	0	0	0	88	125	1	1	2	11	32	22	79	91	2	31	0	2	80	62	173	13	0	4	6	3	5	0	173	400	0	5	1	2	3	12	881	33	145	2	2009	15	111	25	882	34	146	3	2010	16	112	26	206.52216671256	36.6354044548652	225.481929013347	8.41285821249197	273.83841762266	3.35886420007075	68.2768210555962	16.1553297675621	6.34920758249498	2.49498619099212	17	0	4	1	11	1	2	0	14	2	3	1	17	8	8	6	7.69015282899801	5.19516663800588	7.81686800477417	3.07259602978338	8.09718105063514	1.74797346814016	6.09332398345085	4.01393829452628	known	known	2.00385706718429	-2.26596482638613
aae-miR-8-3p	286	1148	10	4380	1567	436	17	15	0	0	0	0	0	0	574	593	0	4	0	0	0	6	268	326	138	2	0	1135	275	232	1097	113	549	16	1	7	5	0	0	0	0	0	0	3258	2972	0	18	0	1	0	32	74	72	0	0	1	3	41	237	25	25	0	0	0	0	162	178	1	3	9	114	334	290	7046	9694	244	2689	169	86	6240	692	470	27	2	7	12	9	7	0	592	452	0	11	10	4	18	24	33921	3005	6987	256	4237	24	963	162	33922	3006	6988	257	4238	25	964	163	7942.90809435768	3239.00075856837	10792.2446571594	720.701520203479	577.376723325788	5.24822531261054	587.668352657096	101.28149046587	6.78153947902614	1.29411850427753	15	1	7	3	15	5	4	2	15	6	6	3	17	5	9	8	12.9554515949494	11.6613330906719	13.3977073388109	9.4932580782561	9.17336913694102	2.39182965791488	9.1988583976232	6.66222673061627	known	known	-0.0254892606821855	-4.27039707270139
aae-miR-8-5p	4	9	0	115	43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	13	0	0	35	18	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	3	2	79	135	8	26	0	0	75	1	1	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	446	34	76	0	29	0	7	0	447	35	77	1	30	1	8	1	104.665996055005	37.7129163505965	118.918551602929	2.80428607083066	4.08714056153224	0.209929012504422	4.87691578968544	0.621358837213926	4.28311839203721	1.47266219092329	0	0	0	0	7	1	1	0	10	2	2	0	10	0	4	0	6.7096490046238	5.23698681370051	6.89382998658906	1.48763352906222	2.03109186017737	-2.25202653185984	2.28596906139324	-0.68650142361481	known	known	-0.254877201215876	-1.56552510824503
aae-miR-87	78	304	2	301	96	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	42	0	0	96	28	0	120	17	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	1	0	0	0	10	1	0	0	0	0	0	0	24	36	0	0	1	5	10	4	68	86	7	25	0	1	46	16	113	5	0	1	0	0	1	0	114	330	0	1	6	1	0	17	875	32	64	1	1175	3	45	13	876	33	65	2	1176	4	46	14	205.117254013836	35.5578925591339	100.385790314161	5.60857214166132	160.215910012064	0.839716050017687	28.0422657906913	8.69902372099497	7.57590014126506	2.52820712692766	12	0	3	0	9	1	2	0	10	2	3	1	13	3	7	4	7.68030504304166	5.152097916114	6.64941125892261	2.48763352906222	7.32387360940521	-0.252026531859844	4.80953101745026	3.12085349844279	known	known	2.51434259195496	-3.37288003030264
