aegypti_Ago2_non3UTRtop.geneId	aegypti_Ago2_non3UTRtop.transcriptId
AAEL008166	AAEL008166-RA
AAEL016956	AAEL016956-RA
AAEL016538	AAEL016538-RA
AAEL016540	AAEL016540-RA
AAEL016561	AAEL016561-RA
AAEL016012	AAEL016012-RA
AAEL016010	AAEL016010-RA
AAEL016000	AAEL016000-RA
AAEL000032	AAEL000032-RE
AAEL000010	AAEL000010-RA
AAEL008171	AAEL008171-RB
AAEL021256	AAEL021256-RA
AAEL021963	AAEL021963-RA
AAEL013966	AAEL013966-RA
AAEL021083	AAEL021083-RA
AAEL000004	AAEL000004-RA
AAEL026166	AAEL026166-RA
AAEL027228	AAEL027228-RA
AAEL025818	AAEL025818-RE
AAEL011564	AAEL011564-RD
AAEL011575	AAEL011575-RA
AAEL011567	AAEL011567-RA
AAEL010063	AAEL010063-RA
AAEL016737	AAEL016737-RA
AAEL018946	AAEL018946-RA
AAEL017664	AAEL017664-RA
AAEL021632	AAEL021632-RA
AAEL024985	AAEL024985-RA
AAEL008120	AAEL008120-RA
AAEL024736	AAEL024736-RA
AAEL023689	AAEL023689-RA
AAEL000181	AAEL000181-RB
AAEL000217	AAEL000217-RB
AAEL000159	AAEL000159-RA
AAEL004480	AAEL004480-RE
AAEL018323	AAEL018323-RB
AAEL004472	AAEL004472-RA
AAEL004474	AAEL004474-RA
AAEL014368	AAEL014368-RB
AAEL019444	AAEL019444-RF
AAEL010059	AAEL010059-RA
AAEL011811	AAEL011811-RA
AAEL011814	AAEL011814-RA
AAEL002485	AAEL002485-RA
AAEL005769	AAEL005769-RC
AAEL010064	AAEL010064-RB
AAEL005766	AAEL005766-RA
AAEL005694	AAEL005694-RB
AAEL005681	AAEL005681-RA
AAEL005678	AAEL005678-RA
AAEL018317	AAEL018317-RC
AAEL018883	AAEL018883-RA
AAEL024641	AAEL024641-RA
AAEL000564	AAEL000564-RF
AAEL025454	AAEL025454-RA
AAEL000815	AAEL000815-RB
AAEL000795	AAEL000795-RA
AAEL022540	AAEL022540-RA
AAEL000849	AAEL000849-RB
AAEL000823	AAEL000823-RA
AAEL021073	AAEL021073-RA
AAEL026619	AAEL026619-RA
AAEL019566	AAEL019566-RB
AAEL019671	AAEL019671-RA
AAEL020592	AAEL020592-RA
AAEL009887	AAEL009887-RA
AAEL009894	AAEL009894-RB
AAEL009882	AAEL009882-RD
AAEL009881	AAEL009881-RA
AAEL018139	AAEL018139-RG
AAEL021746	AAEL021746-RI
AAEL024560	AAEL024560-RB
AAEL019758	AAEL019758-RB
AAEL002456	AAEL002456-RC
AAEL000595	AAEL000595-RC
AAEL002779	AAEL002779-RB
AAEL002780	AAEL002780-RC
AAEL019579	AAEL019579-RB
AAEL008045	AAEL008045-RA
AAEL021146	AAEL021146-RA
AAEL008048	AAEL008048-RB
AAEL008801	AAEL008801-RB
AAEL026403	AAEL026403-RA
AAEL008787	AAEL008787-RA
AAEL008785	AAEL008785-RA
AAEL008823	AAEL008823-RB
AAEL008814	AAEL008814-RB
AAEL007777	AAEL007777-RA
AAEL007778	AAEL007778-RA
AAEL009093	AAEL009093-RA
AAEL027644	AAEL027644-RB
AAEL027644	AAEL027644-RA
AAEL009101	AAEL009101-RA
AAEL009092	AAEL009092-RA
AAEL019860	AAEL019860-RA
AAEL017280	AAEL017280-RC
AAEL010397	AAEL010397-RE
AAEL007637	AAEL007637-RB
AAEL020992	AAEL020992-RA
AAEL010398	AAEL010398-RB
AAEL025937	AAEL025937-RA
AAEL011309	AAEL011309-RA
AAEL006172	AAEL006172-RB
AAEL006185	AAEL006185-RC
AAEL022310	AAEL022310-RA
AAEL006187	AAEL006187-RA
AAEL011475	AAEL011475-RB
AAEL011471	AAEL011471-RG
AAEL011478	AAEL011478-RE
AAEL006917	AAEL006917-RA
AAEL019567	AAEL019567-RQ
AAEL006922	AAEL006922-RA
AAEL006910	AAEL006910-RA
AAEL019814	AAEL019814-RC
AAEL002765	AAEL002765-RB
AAEL002761	AAEL002761-RAA
AAEL002759	AAEL002759-RD
AAEL008115	AAEL008115-RB
AAEL008103	AAEL008103-RB
AAEL004791	AAEL004791-RB
AAEL012035	AAEL012035-RA
AAEL012026	AAEL012026-RD
AAEL017144	AAEL017144-RA
AAEL025453	AAEL025453-RD
AAEL006640	AAEL006640-RA
AAEL006642	AAEL006642-RA
AAEL006659	AAEL006659-RA
AAEL008099	AAEL008099-RA
AAEL027340	AAEL027340-RB
AAEL024739	AAEL024739-RA
AAEL010159	AAEL010159-RA
AAEL010168	AAEL010168-RA
AAEL008107	AAEL008107-RA
AAEL006205	AAEL006205-RB
AAEL019418	AAEL019418-RB
AAEL019418	AAEL019418-RC
AAEL023349	AAEL023349-RA
AAEL006201	AAEL006201-RB
AAEL006491	AAEL006491-RB
AAEL006201	AAEL006201-RC
AAEL007801	AAEL007801-RA
AAEL007803	AAEL007803-RA
AAEL018051	AAEL018051-RC
AAEL007804	AAEL007804-RB
AAEL006480	AAEL006480-RA
AAEL019754	AAEL019754-RA
AAEL017499	AAEL017499-RA
AAEL013431	AAEL013431-RN
AAEL004121	AAEL004121-RA
AAEL025517	AAEL025517-RB
AAEL005991	AAEL005991-RB
AAEL005997	AAEL005997-RA
AAEL027553	AAEL027553-RA
AAEL009700	AAEL009700-RD
AAEL009706	AAEL009706-RA
AAEL010804	AAEL010804-RB
AAEL024670	AAEL024670-RA
AAEL010222	AAEL010222-RA
AAEL010221	AAEL010221-RA
AAEL019838	AAEL019838-RA
AAEL005612	AAEL005612-RB
AAEL005617	AAEL005617-RC
AAEL012071	AAEL012071-RB
AAEL018018	AAEL018018-RA
AAEL000501	AAEL000501-RB
AAEL026001	AAEL026001-RA
AAEL000517	AAEL000517-RB
AAEL024637	AAEL024637-RA
AAEL021350	AAEL021350-RA
AAEL000486	AAEL000486-RA
AAEL023003	AAEL023003-RA
AAEL000511	AAEL000511-RB
AAEL028101	AAEL028101-RB
AAEL000510	AAEL000510-RB
AAEL000515	AAEL000515-RA
AAEL024475	AAEL024475-RA
AAEL001134	AAEL001134-RA
AAEL019660	AAEL019660-RC
AAEL004007	AAEL004007-RA
AAEL019872	AAEL019872-RA
AAEL019741	AAEL019741-RA
AAEL010949	AAEL010949-RA
AAEL009171	AAEL009171-RA
AAEL006786	AAEL006786-RD
AAEL019732	AAEL019732-RC
AAEL006797	AAEL006797-RA
AAEL007022	AAEL007022-RA
AAEL007011	AAEL007011-RB
AAEL007019	AAEL007019-RB
AAEL007024	AAEL007024-RA
AAEL008655	AAEL008655-RB
AAEL008652	AAEL008652-RB
AAEL008662	AAEL008662-RB
AAEL018161	AAEL018161-RC
AAEL013399	AAEL013399-RB
AAEL005908	AAEL005908-RB
AAEL005901	AAEL005901-RC
AAEL005902	AAEL005902-RA
AAEL001128	AAEL001128-RA
AAEL026147	AAEL026147-RA
AAEL002125	AAEL002125-RD
AAEL002130	AAEL002130-RC
AAEL002107	AAEL002107-RA
AAEL023999	AAEL023999-RA
AAEL002118	AAEL002118-RA
AAEL027131	AAEL027131-RA
AAEL003570	AAEL003570-RB
AAEL003566	AAEL003566-RC
AAEL003564	AAEL003564-RC
AAEL003574	AAEL003574-RA
AAEL003129	AAEL003129-RA
AAEL019366	AAEL019366-RA
AAEL023336	AAEL023336-RA
AAEL022104	AAEL022104-RA
AAEL000433	AAEL000433-RB
AAEL000444	AAEL000444-RA
AAEL000416	AAEL000416-RA
AAEL000436	AAEL000436-RA
AAEL018313	AAEL018313-RN
AAEL000471	AAEL000471-RA
AAEL000461	AAEL000461-RN
AAEL009847	AAEL009847-RB
AAEL018314	AAEL018314-RB
AAEL022537	AAEL022537-RA
AAEL028086	AAEL028086-RB
AAEL019623	AAEL019623-RC
AAEL010977	AAEL010977-RA
AAEL007164	AAEL007164-RB
AAEL007171	AAEL007171-RA
AAEL021622	AAEL021622-RA
AAEL022331	AAEL022331-RA
AAEL007149	AAEL007149-RA
AAEL007160	AAEL007160-RA
AAEL007169	AAEL007169-RB
AAEL018219	AAEL018219-RE
AAEL009024	AAEL009024-RN
AAEL017282	AAEL017282-RA
AAEL019610	AAEL019610-RA
AAEL011787	AAEL011787-RC
AAEL011786	AAEL011786-RB
AAEL013613	AAEL013613-RB
AAEL022819	AAEL022819-RB
AAEL013621	AAEL013621-RA
AAEL005625	AAEL005625-RA
AAEL007293	AAEL007293-RD
AAEL007282	AAEL007282-RC
AAEL007306	AAEL007306-RC
AAEL007285	AAEL007285-RB
AAEL014226	AAEL014226-RI
AAEL014847	AAEL014847-RB
AAEL008575	AAEL008575-RA
AAEL019486	AAEL019486-RC
AAEL026476	AAEL026476-RA
AAEL019851	AAEL019851-RC
AAEL009275	AAEL009275-RB
AAEL009273	AAEL009273-RA
AAEL006650	AAEL006650-RU
AAEL019739	AAEL019739-RA
AAEL019518	AAEL019518-RA
AAEL009814	AAEL009814-RB
AAEL024434	AAEL024434-RA
AAEL005712	AAEL005712-RC
AAEL014943	AAEL014943-RA
AAEL014944	AAEL014944-RA
AAEL004434	AAEL004434-RA
AAEL004445	AAEL004445-RA
AAEL012944	AAEL012944-RB
AAEL025455	AAEL025455-RA
AAEL004423	AAEL004423-RA
AAEL012950	AAEL012950-RA
AAEL023012	AAEL023012-RA
AAEL028096	AAEL028096-RA
AAEL009691	AAEL009691-RD
AAEL009681	AAEL009681-RC
AAEL009684	AAEL009684-RF
AAEL000175	AAEL000175-RB
AAEL000162	AAEL000162-RA
AAEL000170	AAEL000170-RA
AAEL000193	AAEL000193-RC
AAEL000199	AAEL000199-RA
AAEL000182	AAEL000182-RA
AAEL021082	AAEL021082-RH
AAEL026143	AAEL026143-RA
AAEL023608	AAEL023608-RA
AAEL018036	AAEL018036-RE
AAEL018036	AAEL018036-RG
AAEL019858	AAEL019858-RA
AAEL000165	AAEL000165-RA
AAEL000172	AAEL000172-RB
AAEL019940	AAEL019940-RD
AAEL026817	AAEL026817-RA
AAEL006474	AAEL006474-RB
AAEL006472	AAEL006472-RC
AAEL006458	AAEL006458-RB
AAEL019710	AAEL019710-RA
AAEL022245	AAEL022245-RA
AAEL011656	AAEL011656-RA
AAEL025911	AAEL025911-RA
AAEL005849	AAEL005849-RB
AAEL018354	AAEL018354-RC
AAEL005845	AAEL005845-RB
AAEL005861	AAEL005861-RB
AAEL011663	AAEL011663-RB
AAEL005842	AAEL005842-RA
AAEL019982	AAEL019982-RE
AAEL005843	AAEL005843-RJ
AAEL024112	AAEL024112-RA
AAEL003481	AAEL003481-RA
AAEL003476	AAEL003476-RB
AAEL026652	AAEL026652-RA
AAEL024756	AAEL024756-RA
AAEL010200	AAEL010200-RB
AAEL018227	AAEL018227-RB
AAEL008389	AAEL008389-RK
AAEL008391	AAEL008391-RA
AAEL028241	AAEL028241-RA
AAEL008382	AAEL008382-RB
AAEL008390	AAEL008390-RB
AAEL021572	AAEL021572-RA
AAEL001928	AAEL001928-RA
AAEL001951	AAEL001951-RA
AAEL005961	AAEL005961-RA
AAEL024418	AAEL024418-RA
AAEL013984	AAEL013984-RA
AAEL028653	AAEL028653-RA
AAEL026254	AAEL026254-RA
AAEL027569	AAEL027569-RA
AAEL002848	AAEL002848-RA
AAEL002851	AAEL002851-RA
AAEL002819	AAEL002819-RC
AAEL018288	AAEL018288-RAD
AAEL026736	AAEL026736-RA
AAEL002833	AAEL002833-RA
AAEL002834	AAEL002834-RC
AAEL002846	AAEL002846-RB
AAEL002832	AAEL002832-RA
AAEL002827	AAEL002827-RA
AAEL013675	AAEL013675-RA
AAEL019556	AAEL019556-RA
AAEL020888	AAEL020888-RA
AAEL005384	AAEL005384-RA
AAEL017809	AAEL017809-RA
AAEL024243	AAEL024243-RA
AAEL008862	AAEL008862-RA
AAEL012681	AAEL012681-RA
AAEL012686	AAEL012686-RA
AAEL006760	AAEL006760-RA
AAEL006776	AAEL006776-RL
AAEL019697	AAEL019697-RC
AAEL023880	AAEL023880-RA
AAEL014177	AAEL014177-RA
AAEL000770	AAEL000770-RB
AAEL018731	AAEL018731-RA
AAEL021817	AAEL021817-RA
AAEL000788	AAEL000788-RB
AAEL000776	AAEL000776-RA
AAEL000758	AAEL000758-RB
AAEL019580	AAEL019580-RE
AAEL019835	AAEL019835-RA
AAEL019834	AAEL019834-RA
AAEL028237	AAEL028237-RF
AAEL019898	AAEL019898-RA
AAEL006240	AAEL006240-RA
AAEL021879	AAEL021879-RA
AAEL027611	AAEL027611-RA
AAEL008269	AAEL008269-RB
AAEL017301	AAEL017301-RA
AAEL021897	AAEL021897-RA
AAEL006231	AAEL006231-RA
AAEL003993	AAEL003993-RA
AAEL003929	AAEL003929-RB
AAEL013729	AAEL013729-RH
AAEL003942	AAEL003942-RA
AAEL007725	AAEL007725-RA
AAEL007715	AAEL007715-RD
AAEL007718	AAEL007718-RA
AAEL007712	AAEL007712-RA
AAEL018146	AAEL018146-RD
AAEL002614	AAEL002614-RC
AAEL002593	AAEL002593-RA
AAEL021217	AAEL021217-RA
AAEL021976	AAEL021976-RA
AAEL027700	AAEL027700-RB
AAEL019562	AAEL019562-RD
AAEL006115	AAEL006115-RA
AAEL001508	AAEL001508-RA
AAEL025552	AAEL025552-RA
AAEL019682	AAEL019682-RH
AAEL001516	AAEL001516-RA
AAEL003514	AAEL003514-RA
AAEL017748	AAEL017748-RA
AAEL017251	AAEL017251-RA
AAEL000294	AAEL000294-RA
AAEL027066	AAEL027066-RA
AAEL000291	AAEL000291-RA
AAEL003949	AAEL003949-RA
AAEL003968	AAEL003968-RA
AAEL021385	AAEL021385-RB
AAEL003970	AAEL003970-RB
AAEL013752	AAEL013752-RA
AAEL003953	AAEL003953-RR
AAEL003957	AAEL003957-RD
AAEL025268	AAEL025268-RA
AAEL009658	AAEL009658-RF
AAEL003127	AAEL003127-RB
AAEL023077	AAEL023077-RA
AAEL019855	AAEL019855-RT
AAEL004402	AAEL004402-RA
AAEL022621	AAEL022621-RA
AAEL004409	AAEL004409-RB
AAEL004817	AAEL004817-RB
AAEL004803	AAEL004803-RB
AAEL020889	AAEL020889-RA
AAEL023528	AAEL023528-RA
AAEL013858	AAEL013858-RB
AAEL009387	AAEL009387-RF
AAEL018178	AAEL018178-RB
AAEL011328	AAEL011328-RB
AAEL027417	AAEL027417-RA
AAEL027435	AAEL027435-RA
AAEL003111	AAEL003111-RA
AAEL017054	AAEL017054-RB
AAEL010256	AAEL010256-RB
AAEL010248	AAEL010248-RB
AAEL018126	AAEL018126-RA
AAEL010244	AAEL010244-RF
AAEL012911	AAEL012911-RC
AAEL013228	AAEL013228-RB
AAEL006946	AAEL006946-RA
AAEL013227	AAEL013227-RA
AAEL013229	AAEL013229-RA
AAEL013236	AAEL013236-RA
AAEL023716	AAEL023716-RA
AAEL008730	AAEL008730-RB
AAEL008741	AAEL008741-RA
AAEL019511	AAEL019511-RA
AAEL008738	AAEL008738-RA
AAEL008739	AAEL008739-RA
AAEL011633	AAEL011633-RA
AAEL014873	AAEL014873-RA
AAEL013882	AAEL013882-RA
AAEL012640	AAEL012640-RB
AAEL009747	AAEL009747-RA
AAEL009754	AAEL009754-RA
AAEL006315	AAEL006315-RA
AAEL009755	AAEL009755-RB
AAEL028846	AAEL028846-RA
AAEL006313	AAEL006313-RA
AAEL010926	AAEL010926-RB
AAEL020702	AAEL020702-RG
AAEL009991	AAEL009991-RA
AAEL011004	AAEL011004-RB
AAEL019507	AAEL019507-RI
AAEL011789	AAEL011789-RC
AAEL002953	AAEL002953-RA
AAEL002974	AAEL002974-RB
AAEL014393	AAEL014393-RA
AAEL006309	AAEL006309-RD
AAEL014481	AAEL014481-RA
AAEL005164	AAEL005164-RB
AAEL021725	AAEL021725-RA
AAEL012410	AAEL012410-RM
AAEL012409	AAEL012409-RK
AAEL019278	AAEL019278-RA
AAEL011742	AAEL011742-RD
AAEL011742	AAEL011742-RC
AAEL011731	AAEL011731-RA
AAEL011732	AAEL011732-RB
AAEL011741	AAEL011741-RF
AAEL011746	AAEL011746-RC
AAEL010608	AAEL010608-RB
AAEL010611	AAEL010611-RD
AAEL011687	AAEL011687-RA
AAEL027978	AAEL027978-RA
AAEL017447	AAEL017447-RE
AAEL004209	AAEL004209-RG
AAEL010757	AAEL010757-RB
AAEL010756	AAEL010756-RE
AAEL011063	AAEL011063-RC
AAEL011068	AAEL011068-RA
AAEL021092	AAEL021092-RG
AAEL013102	AAEL013102-RH
AAEL025697	AAEL025697-RA
AAEL007931	AAEL007931-RB
AAEL012981	AAEL012981-RA
AAEL012996	AAEL012996-RB
AAEL009371	AAEL009371-RE
AAEL009364	AAEL009364-RB
AAEL012134	AAEL012134-RA
AAEL009362	AAEL009362-RA
AAEL007065	AAEL007065-RC
AAEL007046	AAEL007046-RA
AAEL013915	AAEL013915-RC
AAEL007041	AAEL007041-RB
AAEL023694	AAEL023694-RA
AAEL007042	AAEL007042-RE
AAEL028038	AAEL028038-RA
AAEL011520	AAEL011520-RA
AAEL019824	AAEL019824-RF
AAEL024563	AAEL024563-RA
AAEL023488	AAEL023488-RB
AAEL013885	AAEL013885-RA
AAEL019790	AAEL019790-RA
AAEL019845	AAEL019845-RA
AAEL005303	AAEL005303-RA
AAEL005308	AAEL005308-RA
AAEL005309	AAEL005309-RA
AAEL026939	AAEL026939-RA
AAEL020749	AAEL020749-RA
AAEL010511	AAEL010511-RC
AAEL013048	AAEL013048-RA
AAEL019801	AAEL019801-RA
AAEL013051	AAEL013051-RA
AAEL020350	AAEL020350-RA
AAEL023098	AAEL023098-RC
AAEL026672	AAEL026672-RA
AAEL017317	AAEL017317-RB
AAEL001007	AAEL001007-RA
AAEL014516	AAEL014516-RA
AAEL014515	AAEL014515-RA
AAEL022580	AAEL022580-RA
AAEL010444	AAEL010444-RB
AAEL010453	AAEL010453-RB
AAEL010450	AAEL010450-RA
AAEL010451	AAEL010451-RA
AAEL022662	AAEL022662-RB
AAEL022662	AAEL022662-RA
AAEL028200	AAEL028200-RB
AAEL028200	AAEL028200-RA
AAEL026570	AAEL026570-RA
AAEL023001	AAEL023001-RA
AAEL027447	AAEL027447-RA
AAEL026843	AAEL026843-RA
AAEL006035	AAEL006035-RK
AAEL006027	AAEL006027-RB
AAEL011587	AAEL011587-RC
AAEL025718	AAEL025718-RD
AAEL012330	AAEL012330-RA
AAEL022221	AAEL022221-RA
AAEL020028	AAEL020028-RA
AAEL019543	AAEL019543-RA
AAEL010869	AAEL010869-RB
AAEL026170	AAEL026170-RB
AAEL020132	AAEL020132-RA
AAEL011836	AAEL011836-RB
AAEL011836	AAEL011836-RA
AAEL019811	AAEL019811-RA
AAEL012750	AAEL012750-RA
AAEL012746	AAEL012746-RA
AAEL004941	AAEL004941-RB
AAEL025111	AAEL025111-RA
AAEL019932	AAEL019932-RC
AAEL005005	AAEL005005-RA
AAEL021013	AAEL021013-RA
AAEL008763	AAEL008763-RA
AAEL008761	AAEL008761-RA
AAEL008757	AAEL008757-RA
AAEL023517	AAEL023517-RE
AAEL023517	AAEL023517-RA
AAEL008764	AAEL008764-RC
AAEL021836	AAEL021836-RC
AAEL019431	AAEL019431-RA
AAEL021619	AAEL021619-RA
AAEL019453	AAEL019453-RA
AAEL008832	AAEL008832-RE
AAEL003285	AAEL003285-RA
AAEL019654	AAEL019654-RD
AAEL000874	AAEL000874-RF
AAEL019724	AAEL019724-RC
AAEL000898	AAEL000898-RB
AAEL000902	AAEL000902-RB
AAEL000859	AAEL000859-RA
AAEL006038	AAEL006038-RA
AAEL000860	AAEL000860-RA
AAEL000856	AAEL000856-RB
AAEL013760	AAEL013760-RB
AAEL006022	AAEL006022-RB
AAEL008894	AAEL008894-RB
AAEL020635	AAEL020635-RA
AAEL026355	AAEL026355-RB
AAEL013321	AAEL013321-RA
AAEL008893	AAEL008893-RA
AAEL011905	AAEL011905-RD
AAEL020123	AAEL020123-RA
AAEL027193	AAEL027193-RA
AAEL002488	AAEL002488-RA
AAEL002469	AAEL002469-RC
AAEL020181	AAEL020181-RA
AAEL020181	AAEL020181-RB
AAEL012851	AAEL012851-RA
AAEL019455	AAEL019455-RA
AAEL023555	AAEL023555-RA
AAEL018700	AAEL018700-RC
AAEL003301	AAEL003301-RA
AAEL013225	AAEL013225-RC
AAEL013221	AAEL013221-RC
AAEL013221	AAEL013221-RD
AAEL023105	AAEL023105-RA
AAEL019922	AAEL019922-RA
AAEL005342	AAEL005342-RA
AAEL003832	AAEL003832-RA
AAEL026896	AAEL026896-RA
AAEL003824	AAEL003824-RA
AAEL003865	AAEL003865-RB
AAEL003835	AAEL003835-RF
AAEL003837	AAEL003837-RE
AAEL009512	AAEL009512-RA
AAEL009496	AAEL009496-RA
AAEL009506	AAEL009506-RA
AAEL009510	AAEL009510-RA
AAEL009495	AAEL009495-RB
AAEL005149	AAEL005149-RG
AAEL017315	AAEL017315-RC
AAEL003416	AAEL003416-RA
AAEL003402	AAEL003402-RE
AAEL003415	AAEL003415-RB
AAEL003407	AAEL003407-RB
AAEL003404	AAEL003404-RB
AAEL003442	AAEL003442-RA
AAEL003431	AAEL003431-RA
AAEL003427	AAEL003427-RA
AAEL017179	AAEL017179-RA
AAEL011918	AAEL011918-RE
AAEL020946	AAEL020946-RA
AAEL026082	AAEL026082-RA
AAEL006698	AAEL006698-RA
AAEL006704	AAEL006704-RA
AAEL019743	AAEL019743-RA
AAEL020092	AAEL020092-RA
AAEL016595	AAEL016595-RA
AAEL021209	AAEL021209-RA
AAEL000824	AAEL000824-RC
AAEL019973	AAEL019973-RA
AAEL000832	AAEL000832-RB
AAEL026897	AAEL026897-RA
AAEL019774	AAEL019774-RD
AAEL000805	AAEL000805-RA
AAEL019974	AAEL019974-RB
AAEL020788	AAEL020788-RA
AAEL019475	AAEL019475-RB
AAEL004333	AAEL004333-RA
AAEL004347	AAEL004347-RA
AAEL006792	AAEL006792-RB
AAEL006785	AAEL006785-RB
AAEL006790	AAEL006790-RA
AAEL006794	AAEL006794-RA
AAEL019912	AAEL019912-RA
AAEL019799	AAEL019799-RE
AAEL006862	AAEL006862-RB
AAEL006876	AAEL006876-RD
AAEL006854	AAEL006854-RA
AAEL025228	AAEL025228-RI
AAEL013132	AAEL013132-RF
AAEL027786	AAEL027786-RA
AAEL019503	AAEL019503-RH
AAEL010359	AAEL010359-RA
AAEL019802	AAEL019802-RB
AAEL010364	AAEL010364-RA
AAEL019843	AAEL019843-RE
AAEL002317	AAEL002317-RB
AAEL002312	AAEL002312-RA
AAEL002308	AAEL002308-RD
AAEL028638	AAEL028638-RA
AAEL028637	AAEL028637-RA
AAEL002304	AAEL002304-RA
AAEL019955	AAEL019955-RA
AAEL002302	AAEL002302-RA
AAEL020090	AAEL020090-RA
AAEL025075	AAEL025075-RA
AAEL000951	AAEL000951-RA
AAEL011112	AAEL011112-RD
AAEL000948	AAEL000948-RA
AAEL011129	AAEL011129-RA
AAEL011116	AAEL011116-RA
AAEL000931	AAEL000931-RA
AAEL000950	AAEL000950-RA
AAEL000930	AAEL000930-RC
AAEL000962	AAEL000962-RA
AAEL024196	AAEL024196-RA
AAEL025346	AAEL025346-RA
AAEL007874	AAEL007874-RF
AAEL007881	AAEL007881-RA
AAEL022979	AAEL022979-RD
AAEL007883	AAEL007883-RE
AAEL005479	AAEL005479-RB
AAEL021714	AAEL021714-RA
AAEL002998	AAEL002998-RI
AAEL005473	AAEL005473-RD
AAEL028029	AAEL028029-RA
AAEL000541	AAEL000541-RB
AAEL000536	AAEL000536-RB
AAEL002998	AAEL002998-RB
AAEL026477	AAEL026477-RA
AAEL000549	AAEL000549-RB
AAEL020778	AAEL020778-RA
AAEL000529	AAEL000529-RB
AAEL020935	AAEL020935-RA
AAEL016496	AAEL016496-RA
AAEL007258	AAEL007258-RB
AAEL007252	AAEL007252-RA
AAEL007259	AAEL007259-RA
AAEL009201	AAEL009201-RA
AAEL000633	AAEL000633-RA
AAEL000636	AAEL000636-RB
AAEL000650	AAEL000650-RA
AAEL000671	AAEL000671-RB
AAEL000656	AAEL000656-RA
AAEL026741	AAEL026741-RA
AAEL000641	AAEL000641-RA
AAEL027318	AAEL027318-RG
AAEL000672	AAEL000672-RA
AAEL000673	AAEL000673-RA
AAEL026490	AAEL026490-RA
AAEL003005	AAEL003005-RB
AAEL006340	AAEL006340-RB
AAEL019585	AAEL019585-RA
AAEL000405	AAEL000405-RF
AAEL000386	AAEL000386-RA
AAEL016039	AAEL016039-RA
AAEL026437	AAEL026437-RA
AAEL016041	AAEL016041-RA
AAEL019728	AAEL019728-RE
AAEL019408	AAEL019408-RA
AAEL026788	AAEL026788-RA
AAEL019458	AAEL019458-RC
AAEL005579	AAEL005579-RA
AAEL005558	AAEL005558-RA
AAEL001113	AAEL001113-RA
AAEL020302	AAEL020302-RA
AAEL019594	AAEL019594-RA
AAEL007397	AAEL007397-RD
AAEL007404	AAEL007404-RC
AAEL027737	AAEL027737-RA
AAEL019881	AAEL019881-RA
AAEL010312	AAEL010312-RA
AAEL019561	AAEL019561-RH
AAEL010299	AAEL010299-RD
AAEL010311	AAEL010311-RA
AAEL010318	AAEL010318-RA
AAEL008375	AAEL008375-RA
AAEL026946	AAEL026946-RC
AAEL028116	AAEL028116-RA
AAEL018964	AAEL018964-RA
AAEL005567	AAEL005567-RD
AAEL006567	AAEL006567-RF
AAEL011967	AAEL011967-RA
AAEL019822	AAEL019822-RA
AAEL024039	AAEL024039-RB
AAEL009043	AAEL009043-RB
AAEL017357	AAEL017357-RC
AAEL001340	AAEL001340-RA
AAEL001332	AAEL001332-RA
AAEL001336	AAEL001336-RA
AAEL019483	AAEL019483-RA
AAEL004320	AAEL004320-RB
AAEL004306	AAEL004306-RA
AAEL014699	AAEL014699-RA
AAEL011191	AAEL011191-RA
AAEL019717	AAEL019717-RA
AAEL010826	AAEL010826-RA
AAEL010821	AAEL010821-RA
AAEL010815	AAEL010815-RC
AAEL019755	AAEL019755-RA
AAEL008192	AAEL008192-RA
AAEL008188	AAEL008188-RA
AAEL001047	AAEL001047-RA
AAEL001016	AAEL001016-RA
AAEL001048	AAEL001048-RA
AAEL001046	AAEL001046-RC
AAEL019573	AAEL019573-RA
AAEL005490	AAEL005490-RA
AAEL019531	AAEL019531-RA
AAEL005493	AAEL005493-RB
AAEL019960	AAEL019960-RA
AAEL008242	AAEL008242-RA
AAEL016443	AAEL016443-RA
AAEL016444	AAEL016444-RA
AAEL016446	AAEL016446-RA
AAEL008248	AAEL008248-RA
AAEL020954	AAEL020954-RD
AAEL008244	AAEL008244-RB
AAEL014489	AAEL014489-RA
AAEL019716	AAEL019716-RA
AAEL003650	AAEL003650-RB
AAEL003697	AAEL003697-RA
AAEL008247	AAEL008247-RA
AAEL003658	AAEL003658-RD
AAEL003698	AAEL003698-RB
AAEL019555	AAEL019555-RB
AAEL003646	AAEL003646-RB
AAEL008257	AAEL008257-RA
AAEL003703	AAEL003703-RB
AAEL020547	AAEL020547-RA
AAEL023335	AAEL023335-RA
AAEL010433	AAEL010433-RB
AAEL017349	AAEL017349-RA
AAEL006135	AAEL006135-RA
AAEL006150	AAEL006150-RB
AAEL006124	AAEL006124-RA
AAEL006121	AAEL006121-RB
AAEL007135	AAEL007135-RA
AAEL007132	AAEL007132-RB
AAEL007127	AAEL007127-RA
AAEL008039	AAEL008039-RA
AAEL025443	AAEL025443-RA
AAEL006062	AAEL006062-RB
AAEL019841	AAEL019841-RA
AAEL027694	AAEL027694-RB
AAEL022462	AAEL022462-RC
AAEL009955	AAEL009955-RB
AAEL016620	AAEL016620-RA
AAEL016610	AAEL016610-RA
AAEL003373	AAEL003373-RE
AAEL003382	AAEL003382-RC
AAEL003367	AAEL003367-RA
AAEL003363	AAEL003363-RA
AAEL001114	AAEL001114-RA
AAEL003393	AAEL003393-RA
AAEL018039	AAEL018039-RD
AAEL005097	AAEL005097-RB
